name,sex,total
זהדיה,F,8
כמליה,F,8
גוסטין,M,8
שריד,F,8
נתיק,M,8
נתנאור,M,8
גוסיי,M,8
כמאליה,F,8
אנסם,F,8
אגריטו,F,8
אגריי,F,8
אולימפיה,F,8
אומסיה,F,8
אולק,M,8
נשר,M,8
ילם,F,8
גננדיל,F,8
רג'ואה,F,8
ילפין,F,8
יין,M,8
שורין,F,8
קוטר,F,8
ביסאם,M,8
זבלון,M,8
רג'יחה,F,8
גסון,M,8
היאתם,F,8
עהאד,F,8
גונדריט,F,8
גונה,F,8
אלזי,F,8
אלונדרה,F,8
צהיי,M,8
מואתסם,M,8
קסטה,M,8
בר-יוסף,M,8
אננא,F,8
נאסיר,M,8
אנסה,F,8
אנסים,F,8
כרול,F,8
אלי-אור,M,8
חומור,F,8
חונא,M,8
חוזיימה,F,8
המיד,M,8
חנדלה,M,8
גפלה,F,8
גפני,F,8
מרי-אן,F,8
מורטזה,M,8
מוריא,F,8
קמואל,M,8
קמיאר,M,8
ביקל,F,8
אסרסץ,F,8
אסרסש,F,8
מרייטה,F,8
רגאיה,F,8
גרהרד,M,8
סופיו,F,8
צ'ימן,F,8
צ'יני,F,8
צ'לאצ'ו,M,8
יטובה,F,8
יטלא,F,8
סורין,F,8
קסיי,M,8
אנמאו,M,8
אנמוט,M,8
שאדין,F,8
כראמי,M,8
עידן-דוד,M,8
נרה,F,8
גולנז,F,8
גולנר,F,8
גולצ'חרה,F,8
אגרנך,M,8
שויכאר,F,8
סופייאן,M,8
סופר,M,8
סוקאינה,F,8
יחייה,M,8
יחל,M,8
צ'זרה,M,8
אבנרי,M,8
ווסאן,F,8
אסתה,F,8
רגואן,M,8
רגייה,F,8
פדאל,M,8
מרטו,M,8
מרטי,F,8
מריאנלה,F,8
סוראקה,M,8
רעליה,F,8
יזנו,F,8
ביסאם,F,8
קולן,M,8
אעישה,F,8
בילסאן,F,8
בינא,F,8
בייסאן,F,8
עידו-משה,M,8
מדי,M,8
מדיאן,F,8
מדין,F,8
נקיטה,M,8
נרג'אס,F,8
גולט,F,8
כרסטיאן,M,8
גוידו,M,8
רומריו,M,8
עיטב,F,8
עיטף,F,8
הוננאו,M,8
הוריה,M,8
הורציו,M,8
גרטרודה,F,8
גריאס,M,8
נצנט,M,8
צהייטו,F,8
אנמרי,F,8
נאתאלי,F,8
נבאה,F,8
שותה,M,8
אינגוד,F,8
אינטסר,F,8
אינדאלאו,M,8
יז'י,M,8
מושיח,M,8
מרוח,M,8
מותאנה,M,8
זאמל,M,8
זאנב,F,8
בראנא,F,8
לאוטה,F,8
לאוטה,M,8
גוייל,F,8
גוודאת,M,8
גרה,F,8
יורגה,M,8
יורגו,M,8
פתנאת,F,8
מחיי,M,8
ביטי,F,8
אפכאר,F,8
שחנוזה,F,8
כתיבה,M,8
כרמילה,F,8
גוייס,F,8
נצנה,F,8
יוקו,F,8
יוקי,F,8
רד'א,M,8
הויאם,F,8
זאודיתו,F,8
אבישב,M,8
אביעד-אברהם,M,8
וורקי,F,8
זאינה,F,8
זופאן,F,8
זוראב,M,8
חואתו,M,8
המת,F,8
אליהו-אלי,M,8
צובחייה,F,8
נפת,F,8
אויה,F,8
נבה,F,8
נבוא,M,8
קפאח,M,8
ברבי,F,8
זועבי,M,8
שירה-חיה,F,8
מרג'רי,F,8
חנה-לאה,F,8
חנו,F,8
הולואגריש,F,8
עדוי,M,8
חסונה,M,8
גרמין,F,8
יופי,F,8
יוקה,F,8
ביז'ן,M,8
מרגליא,F,8
יוסף-יוסי,M,8
פרשאד,M,8
פרת,M,8
יוספין,F,8
אפתיסאם,F,8
אצ'נף,M,8
אצחאק,M,8
מרגול,F,8
מרגי,F,8
רזלה,F,8
זאודי,F,8
אליזאבת,F,8
גוון,M,8
גוהן,F,8
ברדה,F,8
אוהלה,F,8
עילא,F,8
עילאיה,F,8
נפין,M,8
נפרת,F,8
גודאיי,F,8
לאי,F,8
לאיאל,F,8
ראימונד,M,8
הודיא,F,8
רויטלי,F,8
אינאט,F,8
שיר-שירה,F,8
קלמנטה,M,8
ביילע,F,8
מגב,F,8
קונסטנסה,F,8
מראחיל,M,8
אימבת,F,8
יוסיאל,M,8
רסתם,M,8
אילת-חן,F,8
רעות,M,8
רדיאט,F,8
פדרם,M,8
וזנה,F,8
וטאן,M,8
זאזא,M,8
זאהד,M,8
זאמזם,F,8
נביה,F,8
יונאל,M,8
סידאר,F,8
דאיה,F,8
אוריתה,F,8
אורידה,F,8
הדרית,F,8
הואזן,F,8
אליים,M,8
נעום,F,8
גוהנה,F,8
הניק,M,8
הנית,F,8
עשה,M,8
ערואה,M,8
ערטל,F,8
אדבין,M,8
עים,M,8
גוהאינה,F,8
אליישיב,M,8
אלינדב,M,8
נסריין,F,8
לבה,M,8
יולאן,F,8
איליס,F,8
תאיס,F,8
סיטורה,F,8
בטריס,F,8
מטקה,F,8
מי,M,8
מקס,F,8
ויהאם,M,8
אביעז,M,8
קפיאלאו,M,8
ברון,M,8
קאמיל,F,8
אניאס,F,8
סידקי,M,8
אילניה,F,8
יוה,F,8
סיטאר,M,8
תאם,F,8
רסלאן,F,8
יול,F,8
יול,M,8
דבס,F,8
רהאב,F,8
דג'טנו,F,8
אניד,F,8
לבית,F,8
לארי,F,8
לאריס,F,8
לארן,F,8
אילדר,M,8
סיילו,F,8
דאני,F,8
עבדלטיף,M,8
עבדלסאלם,M,8
תפארת,M,8
פהידה,F,8
ז'רמן,F,8
ז'ילבר,M,8
נסיכה,F,8
חביר,M,8
חבסי,F,8
לגיין,F,8
לדי,F,8
גדעונה,F,8
גדמנש,F,8
מקוואננט,M,8
סייפן,M,8
דג'לה,F,8
רסאלה,F,8
איינעלם,F,8
יואפה,F,8
לבאן,M,8
שראח,F,8
נסוח,M,8
ננדור,M,8
גואי,M,8
לביאל,M,8
ברזילי,M,8
יובל-יוסף,M,8
יובל-יעקב,M,8
עבדלרזיג,M,8
אורן-אברהם,M,8
אורן-אהרון,M,8
פיראז,M,8
ויאוריקה,F,8
ויאציסלב,M,8
ז'ינב,F,8
קלין,M,8
קוקו,M,8
ארואא,F,8
שוגי,M,8
חגיתי,F,8
לג'אלם,M,8
לה,F,8
גדיי,F,8
אלכסנדה,F,8
אלכסנדריה,F,8
לואר,F,8
זיויה,F,8
שלמה-זלמן,M,8
ז'לה,F,8
ארגוייה,F,8
מערא,F,8
פולא,F,8
אנטהון,F,8
אנטואניית,F,8
נגאה,F,8
אליקס,F,8
אוואן,F,8
פנטאייה,F,8
עיני,F,8
ברוניקה,F,8
מאריי,F,8
נגד,M,8
בריג'ית,F,8
יואיל,M,8
יואלי,F,8
דהיבה,F,8
דואס,M,8
רוטל,F,8
רויאדה,F,8
רחאנה,F,8
ברכה,M,8
הענטשי,F,8
לואיק,M,8
צחיאל,M,8
שאמי,M,8
מעיין-חיים,M,8
שיפרו,F,8
מייטי,F,8
אורכיד,F,8
טאבת,M,8
יהודית,M,8
איינוו,M,8
תאני,F,8
סימחה,F,8
איילן,M,8
סימן,F,8
אלמאא,F,8
ניר-יוסף,M,8
רילה,F,8
עיסמאת,M,8
אנטוליי,M,8
סימעאן,M,8
יהודה-אריה,M,8
חשא,F,8
מיטרי,M,8
ארדא,F,8
ארדון,M,8
ארדשיר,M,8
מעאדי,M,8
מעד,M,8
עקב,M,8
עקבה,M,8
עקביה,M,8
חביב,F,8
ראחל,F,8
הבאא,F,8
ז'וזט,F,8
ריצל,F,8
האלי,M,8
סינה,M,8
סינטאיהו,M,8
תארג,M,8
ארטום,M,8
קלוודיה,F,8
בוקי,M,8
ברית,M,8
לוין,F,8
ציגה,F,8
לוזין,F,8
לוטה,F,8
הרלי,M,8
לוי,F,8
ניר-דוד,M,8
ניקודם,F,8
עפראן,F,8
עפרון,M,8
ריטג',F,8
נגים,F,8
מסקר,M,8
ארושה,F,8
שינטל,F,8
יהאלם,M,8
פרנאז,F,8
פרנוש,F,8
סינטיהו,M,8
טאיו,F,8
האשים,M,8
סיפראש,F,8
יבדה,M,8
האילו,M,8
האיסם,M,8
עבדאלהדי,M,8
עאתכה,F,8
רוחמא,F,8
דונאי,F,8
דוידה,M,8
דויה,F,8
יבנה,F,8
אבידב,M,8
מסלמה,M,8
לוסיאנא,F,8
גארט,M,8
לולואה,F,8
זיידא,M,8
זיכרה,F,8
אלסאדיג,M,8
שפור,M,8
לוינה,F,8
ניצחונה,F,8
ניצי,F,8
גאניה,F,8
ארזי,M,8
ארטבו,M,8
מיכל-אסתר,F,8
מסטיסלב,M,8
מייסין,F,8
קלו,F,8
ז'ואל,M,8
סיפאלדין,M,8
ברלנטי,F,8
ברם,M,8
שהרוך,M,8
עאמל,F,8
תומר-אברהם,M,8
תומר-דוד,M,8
תומר-חיים,M,8
סיראת,F,8
מילאי,F,8
מייר,F,8
ארי-דוד,M,8
מסגנוו,M,8
קורין,M,8
בוטיינה,F,8
קריים,M,8
קריינא,F,8
לוצי,F,8
רייף,M,8
דועאי,F,8
רובנה,F,8
פריידע,F,8
יאנטה,F,8
תומש,M,8
תופיק,M,8
מנלה,M,8
שיאן,M,8
קורנליו,M,8
ראוייה,F,8
גאיאנה,F,8
ניעם,F,8
אנדריי,F,8
ברלב,M,8
ווהיבה,F,8
ווגאי,F,8
שין,M,8
מילדרד,F,8
מיכל-רחל,F,8
טאנגוט,F,8
סלאווי,F,8
סלאמאוויט,F,8
עאד,M,8
אבי-רם,M,8
מאלאני,F,8
מאיר-מאור,M,8
מאירית,F,8
אלעבאס,M,8
גאזי,F,8
לוסינה,F,8
קריסטוף,M,8
מאיסאא,F,8
ז'ול,M,8
קלה,F,8
מנתמר,F,8
עאוטף,F,8
אזליה,F,8
רוד,F,8
סלאמן,M,8
סלב,M,8
סלביו,M,8
וובלו,F,8
אודלה,F,8
ניסל,M,8
גאדר,F,8
אדום,M,8
דז'מילה,F,8
טרקיי,M,8
איזלדין,M,8
איזנה,F,8
מילת,F,8
מימאתי,M,8
מניב,M,8
מניז'ה,F,8
ג'ראד,M,8
ניס,F,8
נילוס,F,8
לוריית,F,8
לורליי,F,8
ח'ליפה,M,8
עלייא,F,8
נדואה,F,8
נייט,M,8
ניומה,M,8
אלפיה,F,8
אלפץ',F,8
אלצ'או,M,8
זיקריאת,F,8
תמבי,M,8
קאון,F,8
מניזל,M,8
יאבסרה,M,8
אזדין,M,8
אזוונט,F,8
מיסאה,F,8
אריסטה,F,8
ארלי,F,8
אריה-יהודה,M,8
ג'נפר,F,8
ח'טאר,M,8
רונין,M,8
פלשתין,F,8
הרלד,M,8
קטה,F,8
טבת,F,8
טגאי,M,8
תגוה,F,8
תגל,M,8
טשארנע,F,8
טרם,M,8
דיבאן,M,8
דיבון,M,8
איוש,M,8
ג'רוד,M,8
ברכני,M,8
מאורציו,M,8
קאדר,M,8
מאימונה,F,8
די,F,8
טגט,M,8
רוזלה,F,8
דרעזל,F,8
דרפון,M,8
מנוצ'הר,M,8
שימאי,F,8
קירן,M,8
קירסטן,F,8
מינאא,F,8
בדראלדין,M,8
ראוה,F,8
מינטסנוט,M,8
מיני,F,8
בהאלדין,M,8
מנטסנות,M,8
מנזול,F,8
אזזאו,M,8
אזי,M,8
אזלו,F,8
סתר,F,8
סלנט,F,8
רמלי,M,8
סלסט,F,8
טקוה,F,8
אלקסנדרו,M,8
לי-בר,F,8
אנדזי,M,8
ברנאדית,F,8
עפעף,F,8
עסם,M,8
ווביה,F,8
ציפרא,F,8
ליאונאל,M,8
ג'מיליה,F,8
פלקו,F,8
דיון,M,8
ע'זאל,F,8
פרולה,F,8
פיסח,M,8
ורווד,F,8
ורן,M,8
ורקא,F,8
מינטאמיר,F,8
טסרה,M,8
פטרוס,M,8
ויכתור,M,8
קיצר,M,8
שילו,F,8
שים,M,8
טגניו,F,8
סמון,M,8
סמאיין,M,8
מיפלח,M,8
מיננא,F,8
מנגיסטה,M,8
בגין,M,8
שמואלי,M,8
ברנע,M,8
ברנש,F,8
אנגו,F,8
שהראזד,F,8
עלמוש,F,8
עלמי,M,8
רונלי,M,8
ח'אזן,M,8
ראואד,M,8
שאשי,F,8
אלריי,M,8
אלת,F,8
ניברטו,M,8
אנגוואץ',F,8
סמאעיל,M,8
פרידל,M,8
אידר,F,8
טספאו,M,8
תהל-אור,F,8
דייה,F,8
טגנץ',F,8
סרכיס,M,8
בבט,F,8
מנאסה,F,8
מנאף,M,8
מנבר,F,8
ליאני,F,8
ניגוסו,M,8
זרפיה,F,8
זלה,F,8
זכאריא,M,8
זכאריה,M,8
נהיד,M,8
נהירה,F,8
באראה,F,8
מיר,M,8
דריק,M,8
דרל,M,8
טלשוורק,F,8
טלל,F,8
סמעיל,M,8
איברי,M,8
ג'לברט,M,8
אמאווה,F,8
ג'ייס,M,8
ג'יסיקא,F,8
ברצקו,F,8
מאבה,F,8
אנאסטסיה,F,8
וובאלו,F,8
קרלינה,F,8
שהידה,F,8
שמחי,F,8
שהינז,F,8
זכריני,F,8
פליחה,F,8
רייחאנה,F,8
עלמקאן,M,8
אובאיי,M,8
אובידיו,M,8
שנהר,M,8
ג'ימי,F,8
סרפים,M,8
סרול,M,8
ארקייה,F,8
ממרי,M,8
ליהא,F,8
רוסאנה,F,8
וואניו,M,8
וואסל,F,8
זמן,F,8
זמן,M,8
סרחן,M,8
דרין,F,8
ריקרדוס,M,8
איאת,M,8
וסינה,F,8
רחליה,F,8
וצפיה,F,8
ורג'יני,F,8
אנאיד,F,8
בת-שחר,F,8
נטו,F,8
שהבא,F,8
נווא,F,8
בתלהם,F,8
מנאויל,M,8
אחיה,F,8
סנדור,M,8
סנדיאנה,F,8
קידר,F,8
תלתן,M,8
ענג,M,8
ג'ורג'ה,F,8
ג'ורג'ו,M,8
ג'וסיאן,M,8
אמביט,F,8
אמבל,F,8
אהליבה,F,8
וואאם,M,8
אמתתאל,F,8
אמראל,M,8
באנצ'גיזה,F,8
פיהמיה,F,8
סנאת,M,8
טיקיקיל,F,8
טירואינט,F,8
טילנש,F,8
רלין,F,8
דמוע,F,8
נוזהת,F,8
אן-מרי,F,8
לנורה,F,8
זפרי,M,8
ליליאנא,F,8
אמי-לי,F,8
אמיחי,M,8
ג'וניל,F,8
באנצ'אלם,F,8
שיטה,F,8
מלכים,M,8
מלסו,F,8
מירחי,M,8
תהריד,F,8
דריוס,M,8
אחייה,M,8
אחיל,M,8
אחיעז,M,8
נחמה,M,8
אמוודיש,F,8
נורנה,F,8
שמרה,F,8
לייקה,F,8
למי,M,8
פרז',M,8
טובל,M,8
טובע,F,8
טייבא,F,8
באילסאן,F,8
באלקיס,F,8
נוסייר,M,8
נויר,F,8
אמרת,F,8
ללין,F,8
למואל,M,8
ראביע,M,8
אדסה,F,8
ג'וליוס,M,8
נוריתי,F,8
ג'וועד,M,8
עמיתי,F,8
מלכז,M,8
מלכזי,M,8
דניאל-יוסף,M,8
טיגט,F,8
טטי,F,8
דסאלי,M,8
דסאליי,M,8
טיגראן,M,8
קרן-אסתר,F,8
נוסון,M,8
פלישיה,F,8
זוואלו,F,8
מכיר,M,8
אתן,M,8
מכס,M,8
אאורה,F,8
פילחז,M,8
רחמת,F,8
עמנואיל,M,8
עמק,F,8
ליצ'י,F,8
ליסבט,F,8
ג'והאן,F,8
נור-אלדין,M,8
נוראלעין,F,8
אמירי,M,8
לינס,M,8
איתיאן,M,8
בנואה,M,8
אסטרה,F,8
אסה,F,8
בניטו,M,8
נאג'אח,F,8
בן-שלום,M,8
סבי,F,8
אונרי,M,8
חיים-מאיר,M,8
רראם,F,8
רשאה,F,8
ירן,M,8
ירון,F,8
ירוני,M,8
זוהרת,F,8
אאוגניה,F,7
אאורורה,F,7
אאוריקה,F,7
תשבי,M,7
אבבהו,M,7
וירז'יני,F,7
פייג',F,7
פייא,F,7
טורקאן,F,7
דפנא,F,7
טוילע,M,7
דעה,F,7
אטד,M,7
ספייאן,M,7
דרג'או,M,7
אתנת,F,7
קיי,M,7
שיילין,F,7
אבוו,M,7
ויקטורה,F,7
מישאיל,M,7
מישואל,M,7
מישיל,F,7
באיה,F,7
באסילא,M,7
באיר,M,7
אשור,M,7
מירסה,F,7
מירטל,F,7
מיריאנה,F,7
מירללה,F,7
רווחייה,F,7
תהליה,F,7
סניז'נה,F,7
דמקץ,F,7
דרייזי,F,7
פרז'י,M,7
רוזיטל,F,7
רכד,F,7
סניית,F,7
סנע,F,7
סנפיר,M,7
טייבי,F,7
טייה,M,7
דניאלה,M,7
טיזלו,F,7
דנקיה,F,7
דמוז,F,7
רוהא,F,7
סרגה,M,7
דרורי,F,7
טוחיר,M,7
טוב-רואי,M,7
טובאל,F,7
טוביאל,M,7
טירנגו,F,7
איבאן,F,7
איבאן,M,7
טל-יוסף,M,7
טל-ישראל,M,7
טל-לי,F,7
טיסיר,M,7
טיציאנה,F,7
רוהייפה,F,7
טליה-חנה,F,7
סנאם,F,7
סמנש,F,7
סמעין,M,7
אזר,F,7
סרבר,M,7
אח'לאץ,F,7
אחאב,M,7
דריל,F,7
איבי,M,7
איביית,F,7
פריאלה,F,7
פריבא,F,7
רמאן,F,7
דלינה,F,7
טפו,F,7
טמרלן,M,7
סמיא,F,7
סמיואל,M,7
תהיר,F,7
איגי,F,7
דימבולו,F,7
טגניץ',F,7
סתברק,F,7
סריא,F,7
טהל,F,7
טדגה,M,7
סמיין,M,7
סמן,F,7
סמונש,F,7
טמירלן,M,7
דידה,F,7
איהו,F,7
איהו,M,7
איואל,M,7
סמאו,M,7
טצ'לו,M,7
טקלו,M,7
פרול,M,7
דריד,M,7
דריה,M,7
טפטו,F,7
דיין,F,7
סמד,M,7
איגר,M,7
סמהאן,F,7
דייסי,F,7
דחאם,M,7
סלמאה,F,7
סליאור,F,7
תגואדה,F,7
דחלאללה,M,7
טרייה,F,7
טרינה,F,7
טריפי,M,7
ע'אזי,M,7
דיור,M,7
איוו,M,7
איוואנא,F,7
איווית,F,7
סלנאט,F,7
טרזיה,F,7
רמש,F,7
רוגיה,F,7
איזולד,M,7
איוית,F,7
פרייאל,F,7
פריידיל,F,7
איזי,F,7
יאבגניה,F,7
אזדיהר,F,7
עאז,M,7
האבטמו,M,7
האגופ,M,7
טגבנש,F,7
תגויד,F,7
סליאנה,F,7
פריהיווט,F,7
דח'לאללה,M,7
סלא,F,7
סלאמוויט,F,7
אזבל,F,7
טגאב,F,7
טבג'ה,M,7
טאמירו,M,7
טאמרו,M,7
רוגייה,F,7
רוגינדא,F,7
דזידר,M,7
טרקן,M,7
איזר,M,7
איזגיה,M,7
סלווה,M,7
רוג'ריו,M,7
רוגה,F,7
דוריין,M,7
סכיבה,F,7
פריל,F,7
יאסרין,F,7
יאפים,M,7
יאנט,F,7
אזאהר,F,7
אושירה,F,7
פרהיווט,F,7
האייל,M,7
טאניוס,M,7
טאפרה,M,7
טאקלו,F,7
רוזת,F,7
דוריה,M,7
אייאט,F,7
יבדית,F,7
דומניק,M,7
רוטאג',F,7
טאילו,F,7
טאלי,F,7
עאס,M,7
פרדס,F,7
דורוטיה,F,7
דונייא,F,7
דוסיה,F,7
דונטלה,F,7
רוביאן,M,7
רנאטו,M,7
יאמן,F,7
יאנגיל,M,7
רוברת,M,7
רובאא,F,7
ידנק,F,7
האנדי,F,7
טאזה,F,7
טאייץ',F,7
הארייט,F,7
עבדאלחיי,M,7
עאלב,M,7
סיסאיי,F,7
סיסאיינש,F,7
סיפ,M,7
דומא,F,7
יבניאל,M,7
דויחי,M,7
סירי,M,7
יגות,F,7
סינטאייהו,F,7
סימניו,M,7
סימניש,F,7
חשה,F,7
עבדאלבאסט,M,7
טאודג',F,7
טאודורה,F,7
ידרסל,M,7
תארא,F,7
יהאלי,M,7
רואייא,F,7
רנטיק,M,7
רניאל,F,7
ידו,M,7
אייטו,M,7
סינטייהו,M,7
פרנס,M,7
יהנו,M,7
רניין,F,7
אורנע,F,7
פרדז',M,7
פרדיננד,M,7
עבדאלעזים,M,7
הביסטה,F,7
הארווי,M,7
חרייה,F,7
יהודה-לייב,M,7
יהויריב,M,7
דובן,M,7
יהוניי,M,7
יהונס,M,7
דוד-ישראל,M,7
רסייל,F,7
דדי,F,7
סיליין,F,7
יואננה,F,7
יואקים,M,7
עבדואללה,M,7
ריצ'י,M,7
דובלט,F,7
פרנסט,F,7
סילויאן,F,7
סילויאן,M,7
סילי,F,7
דגנש,F,7
יואן,F,7
סילקא,F,7
סילשי,M,7
יווגנש,F,7
סיילס,M,7
פרנצ'סקו,M,7
יוחן,M,7
יוחניס,M,7
הדנה,F,7
אורלה,F,7
אורליאן,M,7
אורלנדו,M,7
עבדלמגיד,M,7
הדס-אסתר,F,7
הדרי,M,7
חסנייה,F,7
דגה,M,7
רסאם,F,7
יוגניה,F,7
יולייה,F,7
יוליס,M,7
אילעי,F,7
אורינב,F,7
אוריקה,F,7
חסנאת,F,7
הדרת,F,7
הוברד,M,7
דאריל,M,7
איליסה,F,7
סיטטאו,M,7
סידרת,F,7
רסטו,M,7
רסיא,F,7
פרנקי,F,7
יוטפה,F,7
יוסריה,F,7
יוסתינה,F,7
חנסה,F,7
פרג'אללה,M,7
אורים,F,7
הודאיה,F,7
הודי,F,7
אילני,M,7
סיאר,F,7
פרסי,M,7
פרסילה,F,7
יוסלין,F,7
אימאר,F,7
יוניאל,M,7
רדז',M,7
גרצילה,F,7
סטיפאני,F,7
גריבה,F,7
הוזאם,F,7
הומיון,M,7
גשו,M,7
סטללה,F,7
יופה,F,7
יופיאל,M,7
יופיה,F,7
יופית,F,7
רעיד,M,7
אימיליה,F,7
אילריה,F,7
פשא,F,7
סטרה,F,7
יוסקה,M,7
רגיד,F,7
סטטאו,M,7
יורן,F,7
חן-רחל,F,7
עדי-שרה,F,7
עדיל,M,7
הוני,F,7
חנונה,F,7
הוויה,F,7
גריגוריו,M,7
גרד,M,7
יורדאנוס,M,7
יורדן,M,7
יורה,F,7
פתינה,F,7
גרסיילה,F,7
יחיאלי,M,7
יזבה,F,7
צ'אלאצ'ו,M,7
סורייא,F,7
רען,F,7
יזרעאל,M,7
חנה-אנה,F,7
פראדא,F,7
אורי-חיים,M,7
הורן,M,7
הושמנד,M,7
אינדז'י,F,7
אינדלו,M,7
סורית,F,7
סזאר,M,7
רגוא,F,7
גננה,F,7
יירגה,M,7
סוניטה,F,7
גני,M,7
חמודה,F,7
גסיקא,F,7
גסלין,F,7
יטנורה,F,7
אינקה,F,7
צ'לוט,M,7
צ'לצ'ו,M,7
יזין,M,7
גרה,M,7
יטב,M,7
תאודורו,M,7
תאוויל,F,7
ימיסראץ',F,7
סולדד,F,7
ת'יים,M,7
ימסרץ,F,7
חלמייה,F,7
הידה,F,7
אורי-אברהם,M,7
אורדית,F,7
אורהלי,F,7
עובור,F,7
ימאיה,F,7
רג'אה,F,7
סולאפא,F,7
איסאר,F,7
רפאל-חיים,M,7
אינתצאר,F,7
סוונט,F,7
צ'רלי,F,7
רבקה,M,7
ינטע,F,7
יני,M,7
חכמייה,F,7
עוודי,M,7
עוגניה,F,7
עודא,M,7
עודד-דוד,M,7
אוראלי,M,7
רינט,F,7
איסידור,M,7
איסל,M,7
רפיאל,M,7
גנא,F,7
רביקה,F,7
גמי,M,7
איעתמאד,F,7
סוג'יד,F,7
יסאר,F,7
יסיף,M,7
אור-לב,F,7
פקראדיס,F,7
הידיא,F,7
חלווי,M,7
איסקי,M,7
סוהירה,F,7
גמא,F,7
יננה,F,7
יננך,M,7
ינור,M,7
רביבית,F,7
רבינא,M,7
גלורי,F,7
גל-משה,M,7
פעשע,F,7
היזל,F,7
היידר,M,7
חלב,F,7
יעיר,M,7
יעל-אסתר,F,7
יעל-חנה,F,7
יעלית,F,7
יסיר,M,7
גלרון,M,7
סואהר,F,7
סואר,M,7
יקוטה,F,7
יצחאק,M,7
חינן,M,7
עוליא,F,7
עומיד,M,7
אור-החיים,M,7
אירג',M,7
סגידה,F,7
סגיע,M,7
איתי-דוד,M,7
גיסיה,F,7
גיסלין,F,7
גיסמה,M,7
גירש,M,7
רקאן,F,7
רצ'יק,M,7
גילנה,F,7
רקרדו,M,7
רראד,F,7
סג'ר,M,7
סביתה,F,7
צבח,M,7
יצחקי,M,7
הייקה,F,7
הייתים,M,7
אוסי,M,7
עומר-יעקב,M,7
עוסאם,M,7
אופרת,F,7
יפטוסירה,F,7
אישטוון,M,7
סברין,M,7
גילרמה,M,7
גילברטו,M,7
איתם,F,7
איתמר,F,7
אוסיף,M,7
עוצמה,F,7
אופיר-אפרים,M,7
אופיר-משה,M,7
חיים-צבי,M,7
חיימנוט,F,7
רינה,M,7
הילארי,F,7
צבי-אריה,M,7
סבינדג',F,7
יראל,F,7
יקיטה,F,7
איתן-משה,M,7
סאסיל,F,7
סאפייה,F,7
גיזוורק,F,7
אוסוולד,M,7
אונדין,F,7
עושרה,F,7
עותבה,M,7
הילור,M,7
סאריה,M,7
סאשע,F,7
אל-אור,F,7
אל-יה,M,7
סבחייה,F,7
רשאל,F,7
ישום,F,7
גייקוב,M,7
אלאני,F,7
אלאף,F,7
סאמיא,F,7
גיזאצ'או,M,7
עזבה,F,7
עזו,F,7
הימנוט,F,7
גיטנה,F,7
ישיווס,M,7
ישאל,M,7
אלאב,M,7
סאניה,F,7
סאנין,F,7
סאמהר,F,7
ישאמוש,F,7
שריס,F,7
אלברא,M,7
גיגה,M,7
יתר,M,7
יתרב,M,7
עזיה,M,7
חי-אל,M,7
גיולסורך,F,7
סאלו,M,7
כאדיר,F,7
ראצי,F,7
סאלסביל,F,7
סאמאר,F,7
צביקי,M,7
אלב,M,7
ישרואל,M,7
סאבינה,F,7
אלומית,F,7
כותל,M,7
רשף,F,7
כולתום,F,7
חותאם,F,7
חותם,M,7
חזון,M,7
חזם,M,7
סאוסה,F,7
כארלא,F,7
כדיר,M,7
גיא-משה,M,7
סאלחיה,F,7
סאייל,M,7
סאימה,F,7
גיא-יעקב,M,7
סאאיב,M,7
כלודית,F,7
גטיה,M,7
כירי,M,7
גורג'יה,F,7
אומאיה,F,7
אומידה,F,7
תילתן,F,7
פנתה,F,7
פסאיל,F,7
גזאייה,F,7
גזאצ'ו,M,7
אלגר,M,7
סאדה,F,7
סאהירה,F,7
אלון-יעקב,M,7
צהיה,F,7
נרמיאן,F,7
עטקה,F,7
הליו,M,7
גושוע,M,7
גוסן,F,7
אלוף,M,7
אלור,M,7
שריאהן,F,7
גופרי,M,7
גורגינא,F,7
כלף,M,7
נתניל,M,7
נתבן,F,7
כינאר,F,7
ראל,F,7
כריסטל,F,7
כפיאה,F,7
נרימן,M,7
אלטון,M,7
אלטיב,M,7
אלי-אליהו,M,7
אוליביר,M,7
עיבל,F,7
עיבל,M,7
עטיף,M,7
גולשן,F,7
כנר,M,7
כסיף,M,7
כספית,F,7
אלון-דוד,M,7
נצחית,F,7
אליאנוס,M,7
גוין,M,7
גולה,F,7
גולה,M,7
כרסתיאן,M,7
ראכי,F,7
עידו-דוד,M,7
עידו-עובדיה,M,7
עידן-משה,M,7
אולוגבק,M,7
אלי-יה,M,7
אלי-שי,M,7
נרוין,F,7
גולמה,M,7
גולנזי,F,7
שרה-חיה,F,7
שרה-לאה,F,7
אליות,M,7
גוודו,M,7
גוהאן,F,7
פנטיה,M,7
רון-אל,F,7
רון-דוד,M,7
רונאן,F,7
חואטי,M,7
נצה,F,7
לאומה,F,7
גויטום,M,7
אליאני,F,7
אליאונו,F,7
גוליאטה,F,7
צוקי,M,7
נעכה,F,7
נעכע,F,7
לאילי,F,7
לאורל,F,7
גוהאד,M,7
חדיג'י,F,7
אוזני,F,7
עיית,M,7
נען,M,7
נערה,F,7
אליטל,M,7
גווד,F,7
ראיידה,F,7
ראים,M,7
גוזלן,F,7
אליסו,F,7
לאקץ,F,7
גודדה,F,7
אלינוי,M,7
שאי,M,7
