name,sex,sector,total
רולא,F,Muslim,1809
יהב,F,Jewish,1804
עאידה,F,Muslim,1801
עברי,M,Jewish,1796
עז,M,Muslim,1795
ריקי,F,Jewish,1789
עאטף,M,Muslim,1787
יוסף,M,Christian-Arab,1786
סנדרה,F,Jewish,1785
עמיר,M,Jewish,1779
תולין,F,Muslim,1771
שמס,F,Muslim,1760
הילל,M,Jewish,1755
קונסטנטין,M,Jewish,1745
מירית,F,Jewish,1743
סלאם,F,Muslim,1741
זכריא,M,Muslim,1739
רחמה,F,Muslim,1739
סהר,F,Jewish,1736
עפאף,F,Muslim,1735
פני,F,Jewish,1722
רפיף,F,Muslim,1696
ורה,F,Jewish,1694
מג'די,M,Muslim,1674
ים,F,Jewish,1673
ארנון,M,Jewish,1671
סלומון,M,Jewish,1670
דנית,F,Jewish,1664
קמר,F,Muslim,1660
פתחיה,F,Muslim,1655
אמרי,M,Jewish,1651
ליאון,M,Jewish,1650
ישעיה,M,Jewish,1646
שחף,M,Jewish,1646
אנוור,M,Muslim,1645
נעמה,F,Muslim,1642
גפן,M,Jewish,1642
איציק,M,Jewish,1638
סילא,F,Muslim,1638
אליענה,F,Jewish,1630
מאירה,F,Jewish,1628
גדי,M,Jewish,1626
אלהאם,F,Muslim,1624
סמי,M,Jewish,1624
מואמן,M,Muslim,1615
מריאנה,F,Jewish,1614
עתי,M,Jewish,1613
רובה,F,Muslim,1612
דותן,M,Jewish,1610
יששכר,M,Jewish,1609
סאמיה,F,Muslim,1606
שגב,M,Jewish,1605
סופי,F,Jewish,1604
נאיף,M,Muslim,1604
אמיר,M,Druze,1603
דקל,M,Jewish,1599
ולריה,F,Jewish,1598
נחמיה,M,Jewish,1597
תמאם,F,Muslim,1597
שריף,M,Muslim,1596
שחף,F,Jewish,1592
ליליאן,F,Jewish,1589
יונית,F,Jewish,1588
תפארת,F,Jewish,1587
אנדרי,M,Jewish,1583
עות'מאן,M,Muslim,1573
דיאנה,F,Muslim,1571
לני,M,Jewish,1568
דגנית,F,Jewish,1567
איימי,F,Jewish,1564
אליסה,F,Jewish,1561
קים,F,Jewish,1560
אסלאם,M,Muslim,1559
האדי,M,Muslim,1556
גדיר,F,Muslim,1551
לוטם,F,Jewish,1548
ליאה,F,Jewish,1547
ורוניקה,F,Jewish,1543
כנרת,F,Jewish,1540
פאיז,M,Muslim,1538
אלדר,M,Jewish,1538
אלמא,F,Muslim,1537
שיינדל,F,Jewish,1534
שבתאי,M,Jewish,1531
לובנה,F,Muslim,1530
נוהא,F,Muslim,1530
דאוד,M,Muslim,1528
ג'ורג',M,Christian-Arab,1528
מינה,F,Jewish,1524
מייסון,F,Muslim,1523
סימונה,F,Jewish,1519
דאניה,F,Muslim,1517
רימה,F,Jewish,1515
איטה,F,Jewish,1513
בכר,M,Muslim,1512
זואי,F,Jewish,1510
אמי,F,Jewish,1509
פיליפ,M,Jewish,1503
ריאן,F,Muslim,1503
רייזל,F,Jewish,1498
האלה,F,Muslim,1496
סימי,F,Jewish,1488
ג'מילה,F,Muslim,1486
אילין,F,Muslim,1484
חמד,M,Muslim,1483
קורין,F,Jewish,1483
ראמא,F,Muslim,1483
לינור,F,Jewish,1482
נימר,M,Muslim,1480
מרח,F,Muslim,1472
מורן,M,Jewish,1470
נירה,F,Jewish,1467
כרמל,M,Jewish,1463
גמילה,F,Muslim,1461
ליית,M,Muslim,1461
ג'אד,M,Muslim,1458
ליבנת,F,Jewish,1457
מתתיהו,M,Jewish,1457
אידה,F,Jewish,1456
ענאן,M,Muslim,1455
אראל,M,Jewish,1454
בושרא,F,Muslim,1454
אמיל,M,Jewish,1452
סטלה,F,Jewish,1450
פתחי,M,Muslim,1448
שגיב,M,Jewish,1447
בילא,F,Jewish,1447
תגריד,F,Muslim,1437
סלאמה,M,Muslim,1437
גורי,F,Muslim,1436
קטי,F,Jewish,1430
קרינה,F,Jewish,1428
הניה,F,Jewish,1424
מיכה,M,Jewish,1421
זהבית,F,Jewish,1419
אסיה,F,Jewish,1415
יוסף,M,Druze,1412
זינאידה,F,Jewish,1411
גור,M,Jewish,1411
מתנאל,M,Jewish,1409
יקותיאל,M,Jewish,1406
פאדי,M,Christian-Arab,1406
שורוק,F,Muslim,1403
יעקוב,M,Muslim,1403
מתניה,M,Jewish,1401
ריף,F,Jewish,1399
מנוחה,F,Jewish,1398
אדם,M,Druze,1395
חננאל,M,Jewish,1393
עדה,F,Jewish,1393
טומי,M,Jewish,1391
היא,F,Muslim,1384
בטי,F,Jewish,1378
מועתסם,M,Muslim,1376
אלקנה,M,Jewish,1375
דארין,F,Muslim,1374
שמרית,F,Jewish,1374
אביגדור,M,Jewish,1374
ולנטינה,F,Jewish,1364
סטיבן,M,Jewish,1361
בת חן,F,Jewish,1360
אוקסנה,F,Jewish,1358
הלנה,F,Jewish,1357
שדא,F,Muslim,1356
בניהו,M,Jewish,1350
חאתם,M,Muslim,1349
מאסה,F,Muslim,1348
מרסל,F,Jewish,1338
טאהא,M,Muslim,1336
הנאדי,F,Muslim,1335
יזיד,M,Muslim,1335
גבע,M,Jewish,1332
שולה,F,Jewish,1331
סאלי,F,Muslim,1331
פאיזה,F,Muslim,1326
ליז,F,Jewish,1324
אנטון,M,Jewish,1324
ודיע,M,Muslim,1322
לירן,F,Jewish,1322
רוואן,F,Muslim,1321
אורון,M,Jewish,1320
פזית,F,Jewish,1320
גוד,M,Muslim,1313
נעים,M,Muslim,1311
דור,F,Jewish,1311
מילי,F,Jewish,1308
ותין,F,Muslim,1307
ניזאר,M,Muslim,1304
סובחי,M,Muslim,1300
חופית,F,Jewish,1299
אורנית,F,Jewish,1299
ג'לאל,M,Muslim,1298
תיים,M,Muslim,1293
זויה,F,Jewish,1289
יוטא,F,Jewish,1289
רזיאל,M,Jewish,1287
תייסיר,M,Muslim,1286
ניקולאי,M,Jewish,1286
אליאס,M,Muslim,1284
דנה,F,Muslim,1283
ז'אנה,F,Jewish,1282
אליעד,M,Jewish,1279
מסק,F,Muslim,1274
טוהר,M,Jewish,1274
עזריאל,M,Jewish,1270
חלימה,F,Muslim,1267
פערל,F,Jewish,1262
סימה,F,Muslim,1261
אמיר,M,Christian-Arab,1260
מייקל,M,Jewish,1258
סוג'וד,F,Muslim,1257
תום,F,Jewish,1254
לייה,F,Jewish,1253
תרצה,F,Jewish,1253
זכריה,M,Jewish,1250
למיס,F,Muslim,1248
רביד,M,Jewish,1242
מילנה,F,Jewish,1239
ניבין,F,Muslim,1233
חלי,F,Jewish,1229
פריד,M,Muslim,1229
דוחא,F,Muslim,1227
נאיא,F,Muslim,1225
מקס,M,Jewish,1222
לאורה,F,Jewish,1219
סבאח,F,Muslim,1218
אווס,M,Muslim,1216
ויקי,F,Jewish,1216
סמואל,M,Jewish,1210
ניל,M,Jewish,1204
רסמיה,F,Muslim,1203
ג'ני,F,Jewish,1202
שאדיה,F,Muslim,1200
דליה,F,Muslim,1199
ג'סיקה,F,Jewish,1197
אודי,M,Jewish,1194
סומיה,F,Muslim,1194
סיראג',M,Muslim,1192
חיאת,F,Muslim,1190
אסתי,F,Jewish,1188
גיורא,M,Jewish,1186
אסעד,M,Muslim,1186
האשם,M,Muslim,1186
דורון,F,Jewish,1185
שרגא,M,Jewish,1184
רמזי,M,Muslim,1183
גבי,M,Jewish,1182
ראידה,F,Muslim,1178
שייה,F,Jewish,1178
אביהו,M,Jewish,1177
אופירה,F,Jewish,1177
סדין,F,Muslim,1172
בסמה,F,Muslim,1172
ליאנה,F,Jewish,1166
דיאא,M,Muslim,1165
סוהיר,F,Muslim,1163
אורן,F,Jewish,1163
סולטאן,M,Muslim,1161
פז,F,Jewish,1159
אפיק,M,Jewish,1158
ליעד,F,Jewish,1158
ישראלה,F,Jewish,1158
ח'דר,M,Muslim,1157
אלישיב,M,Jewish,1155
אנט,F,Jewish,1155
סמאהר,F,Muslim,1154
בדר,M,Muslim,1152
רענן,M,Jewish,1152
איב,F,Jewish,1142
פריאל,F,Jewish,1141
סובחיה,F,Muslim,1140
מוניקה,F,Jewish,1140
עדיה,F,Jewish,1138
דורה,F,Jewish,1137
אריאה,F,Jewish,1135
נגם,F,Muslim,1133
מועאד',M,Muslim,1131
יקין,F,Muslim,1129
אלכס,F,Jewish,1128
ברי,M,Jewish,1128
חנא,M,Christian-Arab,1127
תהלה,F,Jewish,1125
אסמהאן,F,Muslim,1123
אופל,F,Jewish,1123
ויויאן,F,Jewish,1118
עיד,M,Muslim,1116
מריה,F,Christian-Arab,1116
תהאני,F,Muslim,1115
רעי,M,Jewish,1114
עירן,M,Jewish,1114
סולומון,M,Jewish,1112
ולאא,F,Muslim,1111
פאתן,F,Muslim,1111
זוהיר,M,Muslim,1107
סלמה,F,Muslim,1105
פאתנה,F,Muslim,1101
בראאה,M,Muslim,1101
סלוא,F,Muslim,1101
תבל,F,Jewish,1098
ארטיום,M,Jewish,1096
אושרה,F,Jewish,1096
זהרה,F,Muslim,1091
צח,M,Jewish,1088
מאמון,M,Muslim,1088
איזבלה,F,Jewish,1087
אליזבטה,F,Jewish,1083
ריתאג',F,Muslim,1083
אורין,M,Jewish,1082
לינה,F,Jewish,1080
טניה,F,Jewish,1080
מואייד,M,Muslim,1079
הנד,F,Muslim,1071
רוסלן,M,Jewish,1068
סוהייב,M,Muslim,1066
ברטה,F,Jewish,1065
מאזן,M,Muslim,1061
מעוז,M,Jewish,1057
יניר,M,Jewish,1054
סטפני,F,Jewish,1052
ענבר,M,Jewish,1046
ראפת,M,Muslim,1046
לובוב,F,Jewish,1046
סבא,F,Muslim,1046
רוקיה,F,Muslim,1045
סאוסן,F,Muslim,1043
ארד,M,Jewish,1040
הוד,M,Jewish,1038
עזיזה,F,Muslim,1036
נדז'דה,F,Jewish,1034
סוזי,F,Jewish,1033
לארא,F,Muslim,1027
מרטין,M,Jewish,1027
סיני,M,Jewish,1027
נגאח,F,Muslim,1027
יליזבטה,F,Jewish,1027
רביד,F,Jewish,1026
כאמלה,F,Muslim,1024
חביבה,F,Jewish,1023
אבלין,F,Jewish,1020
אינסה,F,Jewish,1014
דורי,M,Jewish,1012
שימרית,F,Jewish,1010
ציפי,F,Jewish,1009
גוני,F,Jewish,1008
פריאל,F,Muslim,1008
סאלח,M,Druze,1008
אבירן,M,Jewish,1008
פהד,M,Muslim,1005
מוריאל,F,Jewish,1005
רנדה,F,Muslim,1004
חמאדה,F,Muslim,1003
אליסף,M,Jewish,1002
פסיה,F,Jewish,1000
עווד,M,Muslim,999
אילול,F,Muslim,995
קרני,F,Jewish,993
הנרי,M,Jewish,989
חתאם,F,Muslim,985
בלהה,F,Jewish,984
מרום,M,Jewish,983
אילי,M,Jewish,981
איתיאל,M,Jewish,981
לורה,F,Jewish,979
ברברה,F,Jewish,978
בתאל,F,Jewish,978
רנים,F,Muslim,974
שיר,M,Jewish,972
נאי,F,Muslim,972
אפק,M,Jewish,970
נאיפה,F,Muslim,970
נבילה,F,Muslim,966
עמרו,M,Muslim,966
באסמה,F,Muslim,964
גאורגי,M,Jewish,962
מונד'ר,M,Muslim,960
אילונה,F,Jewish,958
עמירם,M,Jewish,954
רואיה,F,Muslim,953
מירון,M,Jewish,952
עדית,F,Jewish,951
נג'אח,F,Muslim,951
גסאן,M,Muslim,949
טופז,F,Jewish,946
עודה,M,Muslim,946
גנדי,M,Jewish,945
פאני,F,Jewish,945
ליעם,M,Jewish,944
ריבה,F,Jewish,943
מאיה,F,Muslim,943
ימאן,M,Muslim,939
נדיה,F,Jewish,937
אדי,M,Jewish,936
ג'רמי,M,Jewish,934
נעימה,F,Muslim,933
הלאל,M,Muslim,931
לארין,F,Muslim,930
סאהר,M,Muslim,929
ליסה,F,Jewish,929
שיה,F,Jewish,928
גילי,M,Jewish,925
חור,F,Muslim,921
לור,F,Muslim,920
אפנאן,F,Muslim,919
סבחה,F,Muslim,914
אניטה,F,Jewish,914
אמל,F,Christian-Arab,911
מייסם,F,Muslim,908
אלרועי,M,Jewish,906
צדוק,M,Jewish,906
זקלין,F,Jewish,905
ניקיטה,M,Jewish,904
שרבל,M,Christian-Arab,901
אסי,M,Jewish,898
פרלה,F,Jewish,897
גיטה,F,Jewish,895
לידור,F,Jewish,895
קיריל,M,Jewish,894
סבינה,F,Jewish,894
אליאס,M,Jewish,893
סמיח,M,Muslim,892
ג'ניפר,F,Jewish,892
לטיפה,F,Muslim,892
תימאא,F,Muslim,891
צוריאל,M,Jewish,890
תחריר,F,Muslim,890
אלנתן,M,Jewish,889
בשיר,M,Muslim,887
אירנה,F,Jewish,887
ליליאן,F,Muslim,886
עאטף,F,Muslim,885
לי,M,Jewish,880
קאי,M,Jewish,877
תלין,F,Muslim,876
נרימאן,F,Muslim,876
סטפן,M,Jewish,876
חושן,F,Jewish,875
גינא,F,Muslim,874
זלמן,M,Jewish,874
חוסני,M,Muslim,874
נוריאל,M,Jewish,873
עידן,F,Jewish,872
עדי,M,Muslim,871
ועד,F,Muslim,870
מהראן,M,Muslim,870
סמיחה,F,Muslim,868
גילת,F,Jewish,868
פטריסיה,F,Jewish,867
כאיד,M,Muslim,867
פאוזי,M,Muslim,865
ראזי,M,Muslim,865
לונה,F,Jewish,864
גאזי,M,Muslim,863
רשיד,M,Muslim,862
אנעאם,F,Muslim,861
פאר,M,Jewish,861
ח'דיג'ה,F,Muslim,861
אילאף,F,Muslim,859
כרמי,M,Jewish,856
חאזם,M,Muslim,856
ראמי,M,Christian-Arab,854
סוהאד,F,Muslim,854
חביב,M,Jewish,854
חרות,F,Jewish,852
דיאב,M,Muslim,852
פרומה,F,Jewish,851
שאדי,M,Christian-Arab,846
עוזיאל,M,Jewish,846
פלג,F,Jewish,843
סלסביל,F,Muslim,841
אליאל,M,Jewish,836
סוזנה,F,Jewish,834
זוהרה,F,Jewish,832
בראל,M,Jewish,831
ודאד,F,Muslim,831
אלומה,F,Jewish,829
פייסל,M,Muslim,827
תומר,F,Jewish,825
שאדי,M,Druze,824
פלורה,F,Jewish,823
ג'אבר,M,Muslim,823
זיידאן,M,Muslim,822
סמיה,F,Muslim,821
ורדית,F,Jewish,821
דילן,M,Jewish,821
נדים,M,Muslim,821
נסיה,F,Jewish,820
אייל,M,Druze,819
פטריק,M,Jewish,819
אני,F,Jewish,819
ליא,F,Muslim,818
ג'ולי,F,Jewish,817
תאליה,F,Muslim,815
הייא,F,Muslim,815
הלני,F,Jewish,814
כמאל,M,Druze,813
בינה,F,Jewish,813
אבראהים,M,Christian-Arab,812
קטרין,F,Jewish,811
סעד,M,Muslim,811
איזבל,F,Jewish,809
טלאל,M,Muslim,809
נאיל,M,Muslim,808
פריידא,F,Jewish,808
אביה,M,Jewish,808
אלאונורה,F,Jewish,807
מרטין,F,Jewish,807
און,M,Jewish,806
ג'יריס,M,Christian-Arab,806
פאדיה,F,Muslim,802
ארייה,F,Jewish,798
מירל,F,Jewish,798
אסאלה,F,Muslim,797
אדית,F,Jewish,796
מנסור,M,Muslim,796
מייה,F,Jewish,793
אחלאס,F,Muslim,792
פז,M,Jewish,791
ג'וליה,F,Jewish,791
מני,M,Jewish,789
כרמל,F,Muslim,789
נהלה,F,Muslim,788
סאן,M,Jewish,785
חדרה,F,Muslim,784
דני,F,Jewish,784
שנהב,F,Jewish,783
תאיר,M,Muslim,782
רביב,M,Jewish,779
פיוטר,M,Jewish,776
קסניה,F,Jewish,776
חולוד,F,Muslim,775
אומימה,F,Muslim,775
מוניק,F,Jewish,774
נדאא,F,Muslim,773
צורי,M,Jewish,772
ביילסאן,F,Muslim,772
תאליא,F,Muslim,772
מג'ד,M,Christian-Arab,769
יאר,M,Jewish,769
סארי,M,Muslim,768
מרים,F,Christian-Arab,767
ליאלי,F,Muslim,766
דרור,F,Jewish,765
תחיה,F,Jewish,761
אורפז,F,Jewish,761
עטיה,M,Muslim,759
אגם,M,Jewish,758
חנית,F,Jewish,758
פרח,F,Jewish,757
כנאן,M,Muslim,757
מאורי,M,Jewish,755
קינאן,M,Muslim,754
יומנא,F,Muslim,753
פטר,M,Jewish,753
ג'נאת,F,Muslim,751
חיתאם,F,Muslim,751
קרול,F,Jewish,750
גדליה,M,Jewish,750
אלברטו,M,Jewish,749
סדיל,F,Muslim,749
רחאב,F,Muslim,747
גיטי,F,Jewish,747
קרולין,F,Jewish,745
ירחמיאל,M,Jewish,744
אוולין,F,Jewish,743
סוהילה,F,Muslim,742
כליל,F,Jewish,742
נעומי,F,Jewish,742
רסיל,F,Muslim,742
רקפת,F,Jewish,741
איידל,F,Jewish,741
לורין,F,Muslim,741
שרוק,F,Muslim,740
לנה,F,Jewish,740
אמלי,F,Jewish,738
איוון,M,Jewish,737
אלן,F,Jewish,735
סמיר,M,Christian-Arab,734
בשארה,M,Christian-Arab,732
טויבא,F,Jewish,729
רוז,F,Muslim,728
פסח,M,Jewish,728
סאבר,M,Muslim,727
מינא,F,Muslim,727
שובל,M,Jewish,726
ורדה,F,Muslim,726
סברינה,F,Jewish,724
סופיאן,M,Muslim,723
מימון,M,Jewish,723
תיא,F,Muslim,721
איילת השחר,F,Jewish,721
אוריאן,M,Jewish,720
אמירה,F,Jewish,719
הלה,F,Jewish,719
ענאן,M,Druze,717
רוזי,F,Jewish,716
אדריאן,M,Jewish,714
אלאור,M,Jewish,713
יועד,M,Jewish,712
לינדה,F,Muslim,712
מונירה,F,Muslim,712
מנור,F,Jewish,711
גרי,M,Jewish,709
מיקי,M,Jewish,707
אליאנה,F,Jewish,706
ולרי,F,Jewish,704
אוסיד,M,Muslim,704
מנדל,M,Jewish,703
ארין,F,Jewish,703
ריאן,M,Druze,702
קלאודיה,F,Jewish,702
אסיף,M,Jewish,702
אנז'לה,F,Jewish,700
ג'ואן,F,Muslim,699
סידרא,F,Muslim,698
עיישה,F,Muslim,697
אריקה,F,Jewish,697
מיאדה,F,Muslim,696
קשת,F,Jewish,695
מיסא,F,Muslim,694
סברי,M,Muslim,692
אדיב,M,Muslim,692
לורי,F,Jewish,691
ורוד,F,Muslim,689
דר,F,Jewish,689
עטרת,F,Jewish,688
עארף,M,Muslim,688
אמל,F,Druze,687
סאמח,M,Muslim,684
ראיה,F,Muslim,684
חביב,M,Muslim,684
עלי,M,Druze,684
אבראר,F,Muslim,683
מופיד,M,Muslim,682
נביל,M,Christian-Arab,682
חבצלת,F,Jewish,681
נאילה,F,Muslim,681
עיסא,M,Christian-Arab,679
נור,F,Druze,679
איאן,F,Muslim,679
רתיל,F,Muslim,679
קיאן,F,Muslim,678
דניאל,M,Druze,678
שילה,F,Jewish,677
ליאל,F,Muslim,677
ניל,F,Muslim,676
וולאא,F,Muslim,674
חאמד,M,Muslim,674
איסק,M,Jewish,674
טאלב,M,Muslim,673
מוסעב,M,Muslim,673
קארן,F,Jewish,672
לילה,F,Jewish,672
רגב,M,Jewish,671
מכלוף,M,Jewish,671
אייר,F,Jewish,670
מיכאיל,M,Jewish,669
עמיאל,M,Jewish,669
פאולה,F,Jewish,669
ירמיהו,M,Jewish,669
יוספה,F,Jewish,668
אנג'לה,F,Jewish,668
איאס,M,Muslim,667
היילי,F,Jewish,665
ראנה,F,Muslim,664
חזי,M,Jewish,664
אנתסאר,F,Muslim,663
רום,F,Jewish,663
רוסול,F,Muslim,662
מרוות,F,Muslim,662
סיבא,F,Muslim,660
מאגדה,F,Muslim,660
מוחמד,M,Druze,660
מישאל,M,Jewish,659
להב,M,Jewish,659
צפריר,M,Jewish,658
דרורה,F,Jewish,658
נוראן,F,Muslim,652
ברנרד,M,Jewish,651
נוי,M,Jewish,648
קסם,F,Jewish,647
כרם,F,Jewish,646
פאוזיה,F,Muslim,644
רוז,F,Jewish,643
רוזאן,F,Muslim,642
תגל,F,Jewish,641
איילה,F,Muslim,639
נאדרה,F,Muslim,638
תם,M,Jewish,638
אסיה,F,Muslim,638
תבור,M,Jewish,637
ישכר,M,Jewish,637
ריתאג,F,Muslim,634
גזאלה,F,Muslim,634
מגי,F,Jewish,634
הענא,F,Jewish,633
יסמין,F,Druze,633
יערית,F,Jewish,633
ג'יהאן,F,Muslim,633
מלאק,F,Druze,633
דניס,F,Jewish,632
סמר,M,Christian-Arab,632
טאהר,M,Muslim,630
מיילי,F,Jewish,630
שנטל,F,Jewish,628
עידה,F,Muslim,628
איסחאק,M,Muslim,626
נחשון,M,Jewish,626
פאדי,M,Druze,626
פארוק,M,Muslim,623
עזמי,M,Muslim,623
זכי,M,Muslim,621
כרמי,F,Jewish,621
איתם,M,Jewish,621
מינדל,F,Jewish,621
רינה,F,Muslim,620
מילכה,F,Jewish,620
פייגי,F,Jewish,619
משולם,M,Jewish,619
לוגין,F,Muslim,619
ליפז,F,Jewish,618
קטיה,F,Jewish,618
זאהר,M,Muslim,618
חסיה,F,Jewish,617
פרץ,M,Jewish,617
היפא,F,Muslim,617
וסים,M,Christian-Arab,616
נתלי,F,Jewish,616
עתליה,F,Jewish,615
אוליביה,F,Jewish,613
עלאא,M,Druze,613
אסיא,F,Muslim,613
יום,M,Jewish,612
אילא,F,Muslim,612
דיויד,M,Jewish,612
מועין,M,Muslim,612
ראני,M,Muslim,612
רים,F,Christian-Arab,611
אמור,F,Jewish,611
אינגה,F,Jewish,607
מרסלו,M,Jewish,606
מיסאא,F,Muslim,605
זמירה,F,Jewish,605
טהר,F,Jewish,605
מריו,M,Jewish,604
חמדה,F,Jewish,603
והיב,M,Muslim,603
פאול,M,Jewish,603
סאמי,M,Christian-Arab,602
שמריהו,M,Jewish,602
אזהאר,F,Muslim,602
רביע,M,Druze,601
נאג'י,M,Muslim,600
נאיה,F,Muslim,599
חמוטל,F,Jewish,599
מיאן,F,Muslim,599
עבדאל,M,Muslim,599
אלירז,M,Jewish,598
מועאד,M,Muslim,598
ראשד,M,Muslim,596
פאר,F,Jewish,596
רדא,M,Muslim,596
אביאור,M,Jewish,596
סלאם,M,Muslim,595
עזיז,M,Muslim,595
ז'קלין,F,Jewish,595
ג'זל,F,Muslim,595
סעיד,M,Druze,594
שאכר,M,Muslim,593
אלינוי,F,Jewish,592
אפי,M,Jewish,592
מייק,M,Jewish,592
כפאיה,F,Muslim,592
מנור,M,Jewish,592
איבון,F,Jewish,592
עבלה,F,Muslim,591
סלים,M,Christian-Arab,591
סוהיל,M,Muslim,589
מריאנה,F,Muslim,589
מונא,F,Christian-Arab,588
רוזליה,F,Jewish,588
טימור,M,Jewish,587
רשאד,M,Muslim,587
ליליאנה,F,Jewish,587
יזהר,M,Jewish,586
ארין,F,Muslim,586
ראויה,F,Muslim,586
נסרה,F,Muslim,584
פול,M,Jewish,584
לואיס,M,Jewish,584
סילבי,F,Jewish,583
ח'תאם,F,Muslim,582
גאלב,M,Muslim,582
רשל,F,Jewish,582
עאהד,M,Muslim,580
מונתהא,F,Muslim,576
נרי,M,Jewish,576
שחאדה,M,Muslim,575
בתול,F,Muslim,575
נוח,M,Muslim,575
ג'נט,F,Jewish,575
עומרי,M,Druze,575
סימא,F,Jewish,575
ענאל,F,Jewish,575
קטרינה,F,Jewish,574
עפיף,M,Muslim,574
שיינה,F,Jewish,573
אשרת,F,Jewish,572
ג'יהאד,F,Muslim,570
מאשה,F,Jewish,570
צביקה,M,Jewish,569
טובי,F,Jewish,569
תכלת,F,Jewish,568
נהאיה,F,Muslim,567
אח'לאס,F,Muslim,567
שביט,F,Jewish,566
ג'ומעה,M,Muslim,565
סאיד,M,Muslim,565
שלהבת,F,Jewish,563
נאדיא,F,Muslim,562
קלמן,M,Jewish,562
רודינה,F,Muslim,561
חלוד,F,Muslim,561
צירל,F,Jewish,558
ויאם,M,Muslim,556
ג'נה,F,Muslim,555
סימון,F,Jewish,555
שטערנא,F,Jewish,555
תים,M,Muslim,554
בארי,F,Jewish,554
פירוז,F,Muslim,553
וסאם,M,Christian-Arab,552
מתי,M,Jewish,551
רקאן,M,Muslim,550
צופית,F,Jewish,550
ליר,F,Jewish,550
איאן,M,Muslim,547
ג'קלין,F,Jewish,547
שמעיה,M,Jewish,546
גיא,F,Jewish,546
סלין,F,Jewish,545
באסם,M,Christian-Arab,545
לואיזה,F,Jewish,544
פרדי,M,Jewish,543
פרוספר,M,Jewish,543
מארי,F,Christian-Arab,542
מיתר,M,Jewish,541
לאו,M,Jewish,540
ראשית,F,Jewish,539
ג'פרי,M,Jewish,539
שילי,F,Jewish,539
פראדל,F,Jewish,538
רונאל,M,Jewish,536
רפיק,M,Muslim,534
לונא,F,Muslim,534
ראמי,M,Druze,533
מליסה,F,Jewish,533
סעדה,F,Muslim,533
נריה,F,Jewish,532
אנדראה,F,Jewish,531
אנטוני,M,Jewish,530
מסעוד,M,Jewish,530
עבדל,M,Muslim,529
אדהם,M,Druze,528
איה,F,Druze,527
אלמה,F,Muslim,527
אמין,M,Druze,526
ארנה,F,Jewish,526
דגן,M,Jewish,526
לוסי,F,Jewish,524
לורין,F,Jewish,524
אלעאי,M,Jewish,524
פבלו,M,Jewish,523
שושי,F,Jewish,523
מאורי,F,Jewish,523
פרל,F,Jewish,523
שרלי,M,Jewish,521
קריסטינה,F,Jewish,521
ג'וזף,M,Christian-Arab,520
אלטע,F,Jewish,520
גבריאל,F,Jewish,519
שרה,F,Druze,519
נורהאן,F,Muslim,519
אנשראח,F,Muslim,518
קירה,F,Jewish,518
איחסאן,M,Muslim,518
דולב,F,Jewish,517
לין,F,Druze,516
ח'מיס,M,Muslim,516
מושקא,F,Jewish,515
יעלי,F,Jewish,514
עביר,F,Christian-Arab,514
גוני,M,Jewish,514
בותינה,F,Muslim,513
ג'בר,M,Muslim,512
ג'וד,M,Druze,512
רנא,F,Christian-Arab,512
קרולינה,F,Jewish,512
מיטב,F,Jewish,510
ניבה,F,Jewish,510
וסאם,M,Druze,508
אדריאנה,F,Jewish,508
נגב,M,Jewish,507
מורי,M,Jewish,507
אבידן,M,Jewish,507
מיי,F,Jewish,506
דבי,F,Jewish,506
תמים,M,Muslim,506
האני,M,Christian-Arab,506
עאסם,M,Muslim,505
לינא,F,Christian-Arab,504
עביר,F,Druze,504
חסאן,M,Muslim,502
זיסל,F,Jewish,502
עטא,M,Muslim,501
קלוד,M,Jewish,499
נידא,F,Muslim,499
אלחי,M,Jewish,499
עובד,M,Jewish,498
שני,M,Jewish,498
אלתר,M,Jewish,498
ניבאל,F,Muslim,498
אסיל,M,Muslim,497
מרטה,F,Jewish,497
ג'ומאנה,F,Muslim,497
חסנה,F,Muslim,496
ונסה,F,Jewish,496
יפה,F,Muslim,496
סלאמה,F,Muslim,495
מליחה,F,Muslim,494
אירן,F,Jewish,494
פואז,M,Muslim,493
ליאן,F,Druze,493
פדוא,F,Muslim,493
רגדה,F,Muslim,493
מג'ד,M,Druze,492
נליה,F,Jewish,492
לוטפי,M,Muslim,492
עזאלדין,M,Muslim,492
רבאב,F,Muslim,491
פארס,M,Druze,491
חוריה,F,Muslim,491
מימי,F,Jewish,490
בריאן,M,Jewish,490
דוריה,F,Jewish,490
קמילה,F,Jewish,490
ג'עפר,M,Muslim,489
דוריס,F,Jewish,489
דיב,M,Muslim,489
מאיה,F,Christian-Arab,487
פרנק,M,Jewish,486
הלא,F,Muslim,486
מבשר,M,Jewish,486
ולא,F,Muslim,485
רדואן,M,Muslim,485
אניס,M,Muslim,484
פואד,M,Christian-Arab,484
איב,M,Jewish,484
סיראג',F,Muslim,484
רביע,M,Christian-Arab,484
לוטפיה,F,Muslim,483
ענר,M,Jewish,483
ג'ינא,F,Muslim,483
נתנאלה,F,Jewish,483
אדוארדו,M,Jewish,483
קרלוס,M,Jewish,482
ניר,F,Jewish,482
סטיב,M,Jewish,482
חניתה,F,Jewish,481
פהמי,M,Muslim,481
חוסין,M,Druze,481
טוני,F,Jewish,481
ולנטין,M,Jewish,481
גיהאן,F,Muslim,479
סיון,M,Jewish,479
לוג'ין,F,Muslim,478
