name,sex,sector,total
סל,F,Muslim,6
ווהבה,M,Muslim,6
ווהאל,M,Muslim,6
אניטל,F,Jewish,6
אניב,F,Jewish,6
יציב,M,Jewish,6
יצחק-איציק,M,Jewish,6
ג'אד,M,Jewish,6
בתשי,F,Jewish,6
ג'אדו,M,Druze,6
קלרטה,F,Jewish,6
מיילו,F,Jewish,6
מיילה,F,Jewish,6
מסודה,F,Jewish,6
מסה,F,Muslim,6
אוליסס,M,Jewish,6
אולין,M,Jewish,6
חיאא,F,Muslim,6
חטאר,M,Druze,6
עזורי,M,Jewish,6
וויולט,F,Jewish,6
וויגדאן,F,Muslim,6
ווטה,M,Jewish,6
עזגד,M,Jewish,6
לילב,F,Jewish,6
רזאק,M,Muslim,6
רז'ינה,F,Jewish,6
רותג',F,Muslim,6
אנימאו,M,Jewish,6
אנילה,F,Muslim,6
קמליה,F,Muslim,6
קמיליה,F,Druze,6
בתיל,F,Muslim,6
בתאור,F,Jewish,6
קמילה,F,Druze,6
ברקוט,M,Jewish,6
ברקאי,F,Jewish,6
קנאר,F,Christian-Arab,6
קמרה,F,Jewish,6
נגסה,F,Jewish,6
אנייט,F,Jewish,6
רושנה,F,Jewish,6
יקטיה,F,Jewish,6
יקותאל,M,Jewish,6
נמרה,F,Jewish,6
נמר,M,Jewish,6
נמט,M,Jewish,6
בשייאר,F,Muslim,6
בשיאר,F,Muslim,6
עותייבה,M,Muslim,6
וולד,M,Jewish,6
מייסרא,M,Muslim,6
מייסן,F,Muslim,6
מייסלון,F,Christian-Arab,6
אולא,F,Muslim,6
שרן,M,Jewish,6
שרמן,M,Jewish,6
עזאלדין,M,Druze,6
ווילמה,F,Jewish,6
וויליאם,M,Muslim,6
אניתא,F,Christian-Arab,6
אנית,F,Christian-Arab,6
אננית,F,Jewish,6
אנניה,M,Jewish,6
אננדה,F,Jewish,6
רושאן,F,Christian-Arab,6
לייבוש,M,Jewish,6
חותם,F,Jewish,6
סלאמה,F,Christian-Arab,6
וויקטוריה,F,Jewish,6
בררה,M,Jewish,6
ברקת,M,Muslim,6
נדאף,M,Muslim,6
רוקסי,F,Jewish,6
רוקייא,F,Muslim,6
ליטמן,M,Jewish,6
לייל,M,Jewish,6
נמה,F,Jewish,6
נמאריק,F,Muslim,6
נמאא,F,Muslim,6
נלמס,F,Muslim,6
ירגא,M,Jewish,6
מנצה,F,Jewish,6
ששי,F,Jewish,6
מנתהה,F,Muslim,6
עורואה,M,Muslim,6
עורבי,M,Muslim,6
יראה,F,Muslim,6
ברנארד,M,Christian-Arab,6
ברנקו,M,Jewish,6
ברנסלבה,F,Jewish,6
נדייה,F,Jewish,6
נדיזדה,F,Jewish,6
אנסאף,F,Christian-Arab,6
ברכת,F,Jewish,6
קנעאן,M,Muslim,6
קנן,M,Muslim,6
עוצם,M,Jewish,6
וונדווסן,M,Jewish,6
ווסלי,M,Jewish,6
קניה,M,Jewish,6
יקיראל,M,Jewish,6
יקיר-יעקב,M,Jewish,6
רועי-אברהם,M,Jewish,6
אנצ'נלו,F,Jewish,6
רוסן,M,Jewish,6
רוסלן,M,Druze,6
אנריאטה,F,Jewish,6
יראבלט,F,Jewish,6
ירון,M,Christian-Arab,6
ווסילה,F,Muslim,6
ת'וריא,F,Muslim,6
ת'אר,M,Muslim,6
אוויס,M,Druze,6
אוויטה,F,Jewish,6
ירדנוס,F,Jewish,6
ניתי,F,Jewish,6
ברך,M,Jewish,6
קסנה,F,Jewish,6
אנריאט,F,Jewish,6
אנקוייה,F,Jewish,6
ליז-עליזה,F,Jewish,6
עולם,F,Jewish,6
מנעם,M,Christian-Arab,6
מנסיב,F,Jewish,6
מנס,M,Jewish,6
אוהיילה,F,Muslim,6
אוהביה,M,Jewish,6
ת'רות,F,Muslim,6
חורש,F,Jewish,6
חורב,M,Jewish,6
אודליה,F,Druze,6
אוואן,M,Jewish,6
מייקול,M,Jewish,6
חולא,F,Muslim,6
סלביה,F,Muslim,6
סלביא,F,Christian-Arab,6
נדן,M,Jewish,6
אנקוי,F,Jewish,6
רוסיל,M,Muslim,6
ישטו,F,Jewish,6
בריטל,F,Jewish,6
קסנייה,F,Jewish,6
קסניה,F,Muslim,6
רוסטם,M,Muslim,6
אנתזאה,F,Muslim,6
רוס,F,Jewish,6
מיירן,F,Jewish,6
ווקאס,M,Muslim,6
סלובה,F,Jewish,6
וופא,M,Christian-Arab,6
רונק,F,Druze,6
אסאן,F,Muslim,6
לידייה,F,Jewish,6
ליו,M,Druze,6
נהאוונד,F,Muslim,6
אסאיה,M,Jewish,6
רונלד,M,Christian-Arab,6
ברטרן,M,Jewish,6
ברטולד,M,Jewish,6
אודיט,F,Christian-Arab,6
אודת,F,Christian-Arab,6
אודליה,F,Muslim,6
בריג'יט,F,Christian-Arab,6
ירשו,F,Jewish,6
ירצ'ו,F,Jewish,6
ברוך,F,Jewish,6
ברהניה,F,Jewish,6
קרים,M,Jewish,6
קרטיס,M,Jewish,6
ברונווין,F,Jewish,6
קרולינה,F,Muslim,6
קרולינה,F,Druze,6
וורקנה,M,Jewish,6
מיכאל-משה,M,Jewish,6
מנייה,F,Muslim,6
מניזה,F,Jewish,6
מני-מנחם,M,Jewish,6
אודט,F,Druze,6
מנטס,M,Jewish,6
מיכל-חיה,F,Jewish,6
מנטגביש,F,Jewish,6
מנטאמיר,F,Jewish,6
תאל,M,Jewish,6
וורט,F,Jewish,6
עוזאל,M,Jewish,6
קרול,F,Muslim,6
רונל,F,Jewish,6
ליבנא,F,Muslim,6
נהאר,F,Muslim,6
נהאל,M,Muslim,6
ליגיה,F,Jewish,6
אסגדצ',F,Jewish,6
אסטי,F,Jewish,6
אסחאג,M,Muslim,6
אסיי,F,Jewish,6
רונט,F,Jewish,6
אסיף,F,Muslim,6
אסין,F,Jewish,6
ניקול,M,Jewish,6
ישרא,F,Muslim,6
ישומנש,F,Jewish,6
ישואס,M,Jewish,6
ניר-משה,M,Jewish,6
ניר-חיים,M,Jewish,6
ברוכי,M,Jewish,6
ניקולינה,F,Jewish,6
ניקוליי,M,Jewish,6
ברהאן,M,Druze,6
וטה,F,Jewish,6
וחדה,F,Muslim,6
אואנה,F,Jewish,6
אואן,F,Druze,6
אהרלה,M,Jewish,6
אובלו,F,Jewish,6
וורקינש,F,Jewish,6
סלטנה,F,Muslim,6
סלטי,M,Muslim,6
חדיז'ה,F,Muslim,6
חדי,F,Jewish,6
סלטאן,M,Druze,6
סלומיה,F,Jewish,6
אסול,F,Muslim,6
אסטרליה,F,Jewish,6
אסייהן,M,Jewish,6
אסייד,M,Muslim,6
אסייא,F,Muslim,6
רונדה,F,Muslim,6
ברדפורד,M,Jewish,6
קריסטיאן,F,Jewish,6
קריסטי,F,Jewish,6
בר-שמעון,M,Jewish,6
בר-ברכה,F,Jewish,6
בראני,F,Jewish,6
קריסתין,F,Christian-Arab,6
ישמאל,M,Jewish,6
ליאן,M,Muslim,6
עואני,M,Muslim,6
אהרונית,F,Jewish,6
מילאי,M,Jewish,6
ויאם,F,Christian-Arab,6
חדאד,M,Christian-Arab,6
תאמר,M,Jewish,6
מנוואה,F,Muslim,6
אהוביאל,M,Jewish,6
תאריק,M,Muslim,6
חד'ר,M,Muslim,6
חגיי,M,Jewish,6
סלי,F,Druze,6
ויאנה,F,Muslim,6
עובדייה,M,Muslim,6
נהיא,F,Druze,6
נהורית,F,Jewish,6
ליאת-רחל,F,Jewish,6
אסל,F,Druze,6
יתאיש,F,Jewish,6
ית'רב,F,Muslim,6
בקי,F,Christian-Arab,6
בקאר,M,Muslim,6
חארב,M,Muslim,6
חביב,M,Druze,6
סלימן,M,Druze,6
סלימן,M,Christian-Arab,6
סלימאן,M,Jewish,6
סליחה,F,Muslim,6
רונדה,F,Druze,6
רונדה,F,Christian-Arab,6
אסמאא,F,Muslim,6
אסלים,M,Muslim,6
אסלי,F,Jewish,6
כאמילה,F,Muslim,6
בפקדו,M,Jewish,6
חבקה,F,Druze,6
ויוין,F,Jewish,6
מילאני,F,Jewish,6
ויכתוריא,F,Christian-Arab,6
ליאור-יעקב,M,Jewish,6
ליאור-חיים,M,Jewish,6
ליאור-דוד,M,Jewish,6
נהידה,F,Jewish,6
נהיאה,F,Muslim,6
אסמהא,F,Muslim,6
כאמר,F,Muslim,6
כאתם,M,Christian-Arab,6
תהאנה,F,Muslim,6
תהאל,F,Jewish,6
אהבת,F,Jewish,6
אהב,F,Jewish,6
תגה,F,Jewish,6
תגא,F,Jewish,6
מילאת,F,Jewish,6
בסנד,F,Muslim,6
בסל,M,Muslim,6
בקאלה,M,Jewish,6
בקאא,F,Muslim,6
בצאלאל,M,Jewish,6
ראבב,F,Muslim,6
ראבאל,M,Druze,6
ראאם,F,Muslim,6
ראאל,M,Druze,6
ליאב-יוסף,M,Jewish,6
מילני,F,Jewish,6
אדרי,F,Jewish,6
אדרג'ו,M,Jewish,6
ויולית,F,Muslim,6
וילאם,M,Jewish,6
ויל,M,Jewish,6
בנימין-זאב,M,Jewish,6
ליאופולד,M,Jewish,6
ליאונל,M,Druze,6
נהלא,F,Druze,6
ליאי,F,Jewish,6
אסמיר,F,Jewish,6
רומיה,F,Christian-Arab,6
רומיאנה,F,Jewish,6
כאתבה,F,Muslim,6
כדית,F,Jewish,6
עדיר,F,Druze,6
חאדרה,F,Muslim,6
חאמיד,M,Muslim,6
וינסנט,M,Christian-Arab,6
ויני,F,Jewish,6
וילמוש,M,Jewish,6
אדנש,F,Jewish,6
אדנץ,F,Jewish,6
תואב,F,Muslim,6
תהר,M,Muslim,6
עדלאת,F,Muslim,6
עדלא,F,Christian-Arab,6
ויסל,F,Muslim,6
ויקטוריו,M,Jewish,6
ויקטוריה,F,Druze,6
ניסיה,F,Jewish,6
ניסאל,M,Jewish,6
ראגא,F,Muslim,6
ראג'חה,F,Muslim,6
בנציאמלק,F,Jewish,6
ניסאי,M,Jewish,6
כותיבא,M,Muslim,6
חאג,M,Muslim,6
סלמאא,F,Muslim,6
וירה,F,Muslim,6
וירא,F,Muslim,6
אסנאקו,F,Jewish,6
אסעיד,M,Christian-Arab,6
לי-דור,F,Jewish,6
לי-עם,M,Jewish,6
נהריז,F,Muslim,6
לי-גל,F,Jewish,6
בני,M,Druze,6
בני,M,Christian-Arab,6
בני,F,Jewish,6
בנזהיר,F,Muslim,6
מנדו,M,Jewish,6
אדמאסו,M,Jewish,6
מימו,M,Jewish,6
עדי-עובדיה,M,Jewish,6
ראדה,F,Christian-Arab,6
בניימין,M,Jewish,6
כוכבה,F,Muslim,6
ראובן,M,Druze,6
ראואן,F,Christian-Arab,6
ראהם,F,Muslim,6
ראדל,F,Jewish,6
ראדיל,F,Jewish,6
ראדי,M,Jewish,6
בניאם,M,Jewish,6
עדי-יהודה,M,Jewish,6
עדי-חן,F,Jewish,6
עדי-אסתר,F,Jewish,6
ולא,M,Christian-Arab,6
אדיסון,M,Jewish,6
חאבס,M,Druze,6
ח'תאם,F,Christian-Arab,6
עדאלה,F,Druze,6
אסף-דוד,M,Jewish,6
אסקבה,F,Jewish,6
ניליה,F,Jewish,6
אסצילה,F,Jewish,6
נובאר,M,Christian-Arab,6
ח'וזאם,F,Druze,6
ח'יירי,M,Muslim,6
אדלברט,M,Jewish,6
אדירם,M,Jewish,6
אדליין,F,Jewish,6
תודיאל,M,Jewish,6
אדמה,M,Jewish,6
ונזיה,F,Jewish,6
עגאל,M,Muslim,6
לטין,F,Muslim,6
כליל,M,Christian-Arab,6
בן-צבי,M,Jewish,6
בן-ימין,M,Jewish,6
ראוויה,F,Christian-Arab,6
ראווה,F,Muslim,6
אסקנדר,M,Muslim,6
רוייא,F,Muslim,6
מנגיסט,M,Jewish,6
מנבילו,F,Jewish,6
מנארה,F,Druze,6
מינס,F,Muslim,6
אדיראל,M,Jewish,6
אדיסעלם,M,Jewish,6
עבלא,F,Druze,6
אסרסצ',F,Jewish,6
אסרסי,M,Jewish,6
רויטל-רבקה,F,Jewish,6
אסתר,F,Druze,6
אסתברג,F,Muslim,6
אעלאם,F,Muslim,6
בנאן,F,Christian-Arab,6
תונאי,F,Muslim,6
תומר-משה,M,Jewish,6
תומה,F,Jewish,6
תום,M,Muslim,6
אדין,M,Jewish,6
ח'ייר,M,Druze,6
סמאהיר,F,Muslim,6
סם,M,Muslim,6
כלאב,M,Jewish,6
לורית,F,Muslim,6
לוריסה,F,Jewish,6
נודא,F,Muslim,6
נוגוס,M,Jewish,6
כלוד,F,Druze,6
אפט,F,Jewish,6
תוקא,F,Druze,6
מינלה,M,Jewish,6
מינלה,F,Jewish,6
מיניצ'יל,M,Jewish,6
עג'אג',M,Muslim,6
ח'אלדייה,F,Muslim,6
סמאין,F,Jewish,6
סמאיין,F,Jewish,6
סמאי,F,Jewish,6
וסלי,M,Jewish,6
וסיף,M,Jewish,6
עבדלקאדר,M,Muslim,6
זרמן,F,Jewish,6
זרכיה,M,Jewish,6
אפג,F,Jewish,6
אפאף,F,Muslim,6
אעתזאז,F,Muslim,6
רוחמה,F,Muslim,6
רוזר,M,Jewish,6
רוזני,F,Jewish,6
רוזמארי,F,Jewish,6
כמילה,F,Muslim,6
כנאן,M,Christian-Arab,6
בלה,F,Christian-Arab,6
בלאיהון,M,Jewish,6
ח'ד'רה,F,Muslim,6
עבדלהאדי,M,Muslim,6
ועיד,F,Muslim,6
עבדון,M,Muslim,6
מיסאר,F,Muslim,6
ראחיל,F,Druze,6
לורדס,F,Jewish,6
נוזאת,F,Muslim,6
נווין,F,Druze,6
רוזלינדה,F,Jewish,6
ראיי,M,Jewish,6
ראיי,F,Jewish,6
בישר,M,Muslim,6
מנאד,M,Muslim,6
אדוארד,M,Druze,6
וסנא,F,Muslim,6
וצ'יסלאב,M,Jewish,6
ורגיניה,F,Jewish,6
ורג'יניה,F,Jewish,6
וקים,M,Christian-Arab,6
ביתלחם,F,Jewish,6
ראיאת,F,Muslim,6
ראי,M,Muslim,6
כמל,M,Muslim,6
כמיליה,F,Jewish,6
ניהייא,F,Muslim,6
כפאי,F,Muslim,6
אדבבאי,F,Jewish,6
תורקיה,F,Muslim,6
זרינה,F,Muslim,6
זרי,M,Jewish,6
סמדרי,F,Jewish,6
מיקאיל,M,Muslim,6
אגסאן,F,Druze,6
תיאודורה,F,Jewish,6
סמונה,F,Jewish,6
זקרה,F,Muslim,6
לורדיס,F,Christian-Arab,6
אצ'נפי,M,Jewish,6
אצ'נאפי,M,Jewish,6
ראיפה,F,Christian-Arab,6
בירגיטה,F,Jewish,6
בירהן,F,Jewish,6
סמוחה,F,Muslim,6
עבדאלטיף,M,Muslim,6
ורנון,M,Jewish,6
עבדולרחמן,M,Muslim,6
עבדו,M,Jewish,6
ראימונד,F,Jewish,6
אצ'ם,F,Jewish,6
אצ'דה,F,Jewish,6
רוזיית,F,Druze,6
אקל,F,Jewish,6
אקי,F,Jewish,6
אקלנש,F,Jewish,6
בינקה,F,Jewish,6
כפאח,M,Druze,6
כפאא,F,Muslim,6
ושדי,M,Muslim,6
ורנר,M,Jewish,6
זננש,F,Jewish,6
מיסונה,F,Muslim,6
ממוייה,M,Jewish,6
ממד,M,Jewish,6
תיביאן,F,Muslim,6
תיבה,F,Muslim,6
מיסלין,F,Muslim,6
ז'אלה,F,Jewish,6
כסאב,M,Muslim,6
נידר,F,Jewish,6
נידין,F,Muslim,6
נידיה,F,Jewish,6
נידאל,F,Christian-Arab,6
ניגמי,F,Muslim,6
כרימן,F,Muslim,6
כריים,M,Christian-Arab,6
בילו,F,Jewish,6
בילה,F,Muslim,6
בילגה,F,Jewish,6
ראלה,F,Muslim,6
זקי,F,Jewish,6
ז'וז'ה,F,Jewish,6
עארף,M,Christian-Arab,6
ראלה,F,Jewish,6
ראלא,F,Muslim,6
רוזיט,F,Muslim,6
רוזי,M,Christian-Arab,6
אקתם,M,Muslim,6
ארדן,M,Jewish,6
ראמוס,M,Christian-Arab,6
עאקל,M,Muslim,6
מלקיטו,F,Jewish,6
מלקיה,M,Jewish,6
מיראז,F,Muslim,6
אגנדין,F,Muslim,6
אגמי,F,Jewish,6
בייצ'ש,F,Jewish,6
כראמה,M,Druze,6
כפה,F,Muslim,6
כריסטיאנה,F,Christian-Arab,6
ניגורה,F,Jewish,6
כרמיתי,F,Jewish,6
בייהס,F,Muslim,6
סמיר,F,Muslim,6
סמין,F,Jewish,6
זניט,F,Jewish,6
ז'וליין,M,Jewish,6
ז'ן,F,Jewish,6
עאמרו,M,Muslim,6
אגליה,F,Jewish,6
אגזה,M,Jewish,6
מיעד,F,Jewish,6
אגאדיר,F,Muslim,6
אג'נאדין,F,Muslim,6
זנאלדין,M,Muslim,6
ארדן,F,Jewish,6
לוצ'יאנה,F,Jewish,6
לוסינדה,F,Jewish,6
לוסינדא,F,Muslim,6
נוילי,F,Jewish,6
נויה,F,Christian-Arab,6
כרמי,F,Muslim,6
כרמון,M,Jewish,6
ניג'וד,F,Muslim,6
ניבר,M,Jewish,6
ניבל,F,Druze,6
ביטוודד,M,Jewish,6
ביט,F,Jewish,6
ז'סמין,F,Jewish,6
עאטה,M,Muslim,6
ארה,F,Jewish,6
רווידה,F,Druze,6
ארט,M,Jewish,6
ארחיים,M,Muslim,6
לוסיל,F,Christian-Arab,6
לוסיה,F,Muslim,6
נולין,F,Druze,6
ראסים,M,Muslim,6
ראנן,F,Muslim,6
זאבית,F,Jewish,6
זאביש,F,Jewish,6
ז'ררד,M,Jewish,6
מלקאם,M,Jewish,6
מלק,F,Christian-Arab,6
סמניו,M,Jewish,6
זאהרה,F,Druze,6
ביאטריקס,F,Jewish,6
ביידא,F,Muslim,6
לוציאנו,M,Jewish,6
לוסיאנה,F,Druze,6
לוסיא,F,Christian-Arab,6
נועה-חיה,F,Jewish,6
נוע,F,Jewish,6
ארזה,F,Christian-Arab,6
כתיבה,F,Muslim,6
כתון,F,Jewish,6
תיתי,F,Jewish,6
אבתהאג,F,Druze,6
אג'או,M,Jewish,6
ז'ינט,F,Jewish,6
מיראת,F,Muslim,6
מיראס,M,Druze,6
מלכת,F,Jewish,6
עאהדה,F,Druze,6
זמילה,F,Jewish,6
כרסטינה,F,Jewish,6
ניב-ניסים,M,Jewish,6
בחירי,M,Muslim,6
ראף,M,Muslim,6
ראף,M,Druze,6
ראעב,M,Muslim,6
סמרקנד,F,Muslim,6
זאודו,F,Jewish,6
זאכי,M,Christian-Arab,6
זמניי,F,Jewish,6
סמעאן,M,Muslim,6
מירו,F,Jewish,6
מירהאן,F,Muslim,6
תלי,M,Jewish,6
סנבל,F,Muslim,6
זמורד,F,Muslim,6
זללם,M,Jewish,6
סנאל,F,Muslim,6
אריאל-חיים,M,Jewish,6
ניאזי,M,Muslim,6
נטרה,M,Jewish,6
בזזוו,M,Jewish,6
ראצה,F,Jewish,6
סנאי,F,Jewish,6
זאין,F,Jewish,6
מירבאת,F,Muslim,6
מירב-רחל,F,Jewish,6
תמאדר,F,Druze,6
זאיה,F,Muslim,6
ע'ינה,F,Muslim,6
ע'ינא,F,Druze,6
ע'יית,M,Muslim,6
ע'די,M,Muslim,6
ראצא,F,Jewish,6
לונה,M,Jewish,6
לונדון,F,Jewish,6
לונדו,F,Muslim,6
נועם-יוסף,M,Jewish,6
נועם,M,Muslim,6
ארינא,F,Muslim,6
ארין,F,Christian-Arab,6
בותינא,F,Muslim,6
מליסואו,M,Jewish,6
ראקייה,F,Muslim,6
ראקי,M,Muslim,6
בחטיור,M,Jewish,6
כתרינא,F,Muslim,6
לאורא,F,Muslim,6
לאונרדו,M,Christian-Arab,6
נטעאל,F,Jewish,6
נטלי,M,Jewish,6
לאטיסיה,F,Jewish,6
לאזר,M,Jewish,6
לאורן,M,Jewish,6
רבא,M,Jewish,6
בוריק,M,Jewish,6
מלינדה,F,Muslim,6
אבסלט,F,Jewish,6
אבניר,M,Jewish,6
זיר,M,Muslim,6
זלאטי,F,Jewish,6
סתילה,F,Christian-Arab,6
מירזה,M,Muslim,6
אריין,F,Jewish,6
אריחי,M,Jewish,6
רודין,F,Druze,6
רודיינא,F,Muslim,6
ארכאן,F,Druze,6
רודולף,M,Christian-Arab,6
רודה,F,Christian-Arab,6
לאיט,M,Muslim,6
נטיק,M,Jewish,6
נטהלי,F,Jewish,6
לאן,F,Druze,6
לאמי,M,Muslim,6
אבלין,M,Jewish,6
אביתסאם,F,Muslim,6
סרפינה,F,Jewish,6
זהאי,M,Muslim,6
זדאן,M,Muslim,6
בונינה,F,Jewish,6
בוראן,M,Muslim,6
רודאן,F,Muslim,6
רודא,M,Christian-Arab,6
ארליית,F,Christian-Arab,6
ארלטה,F,Jewish,6
רוגה,M,Jewish,6
לויתן,M,Jewish,6
סרינא,F,Muslim,6
סריל,F,Jewish,6
זכאא,F,Muslim,6
סנדרו,M,Christian-Arab,6
סנדרא,F,Muslim,6
זהורה,F,Jewish,6
זינבול,F,Jewish,6
רבין,F,Jewish,6
בולין,F,Christian-Arab,6
בוטרס,M,Christian-Arab,6
רביח,M,Muslim,6
בוסי,F,Muslim,6
לאורט,F,Jewish,6
לאלו,M,Jewish,6
לאלה,F,Muslim,6
אבירמה,F,Jewish,6
אבנון,M,Jewish,6
אבנוב,M,Christian-Arab,6
אבן,F,Muslim,6
מלו,F,Jewish,6
אביטן,M,Jewish,6
אביחיים,M,Jewish,6
בהייה,F,Christian-Arab,6
רג'דה,F,Christian-Arab,6
רג'דא,F,Muslim,6
רג'אי,M,Christian-Arab,6
בהג'ה,F,Christian-Arab,6
בהזאד,M,Muslim,6
רבקה-לאה,F,Jewish,6
בהרו,M,Jewish,6
בהראם,M,Jewish,6
תמינה,F,Muslim,6
אבינט,M,Jewish,6
תמור,F,Jewish,6
מליהה,F,Jewish,6
רג'יד,M,Christian-Arab,6
לון,F,Jewish,6
לומא,F,Druze,6
ארמין,F,Muslim,6
לאקו,F,Jewish,6
נחוניה,M,Jewish,6
לבארי,M,Jewish,6
רג'ואן,F,Muslim,6
בהאאי,M,Muslim,6
בהאא,F,Druze,6
סרהאב,F,Muslim,6
סרדור,M,Jewish,6
זיסמן,M,Jewish,6
סרוות,F,Muslim,6
סרווה,F,Muslim,6
מלוא,M,Jewish,6
סקנדר,M,Muslim,6
סקיילר,M,Jewish,6
סקיבה,F,Muslim,6
זוהירה,F,Christian-Arab,6
סנייאל,F,Muslim,6
סנטיהו,F,Jewish,6
זינא,F,Jewish,6
נור-אלהודא,F,Muslim,6
ארסן,M,Muslim,6
לוזיאנה,F,Druze,6
לאשה,M,Jewish,6
לאריסה,F,Christian-Arab,6
בדראן,M,Druze,6
בדראן,M,Christian-Arab,6
רג'ינה,F,Muslim,6
רג'ינה,F,Christian-Arab,6
סנמאר,M,Muslim,6
זוהריה,F,Jewish,6
אבי-שי,M,Jewish,6
תנהא,F,Muslim,6
תמר-שרה,F,Jewish,6
סראיא,F,Muslim,6
זוהיא,F,Jewish,6
לוזיאן,F,Druze,6
לוז'ין,F,Muslim,6
לוז'אין,F,Muslim,6
לוז,M,Jewish,6
רובינה,F,Christian-Arab,6
רובין,F,Muslim,6
נזאר,M,Jewish,6
בדילו,M,Jewish,6
זוהדי,M,Christian-Arab,6
ספירי,F,Jewish,6
ספינש,F,Jewish,6
ספין,F,Muslim,6
ספיה,F,Jewish,6
זיידל,M,Jewish,6
זילברט,F,Jewish,6
סנעאללה,M,Muslim,6
לבה,F,Jewish,6
רוביאן,F,Muslim,6
אשהם,M,Muslim,6
אשגרץ',F,Jewish,6
באשיר,M,Christian-Arab,6
בארנו,F,Jewish,6
נזיה,F,Jewish,6
נזיא,M,Muslim,6
סנן,M,Jewish,6
מלדה,F,Jewish,6
אביאל-אברהם,M,Jewish,6
אביאב,M,Jewish,6
אבי-שלום,M,Jewish,6
זוהרי,M,Jewish,6
לווטה,M,Jewish,6
לווטה,F,Jewish,6
נורגהאן,F,Muslim,6
אשקן,M,Jewish,6
רואין,M,Jewish,6
לואה,F,Jewish,6
לואה,F,Druze,6
לובא,F,Jewish,6
זויא,F,Christian-Arab,6
זוזה,F,Jewish,6
ספר,M,Jewish,6
אבון,F,Jewish,6
אבוט,M,Jewish,6
זיוה,F,Muslim,6
סעאד,F,Christian-Arab,6
סנתיה,F,Christian-Arab,6
רואיה,F,Jewish,6
אשתיאק,F,Christian-Arab,6
אשתו,M,Jewish,6
אתייר,F,Muslim,6
רדומיר,M,Jewish,6
רדאא,M,Muslim,6
באסיליוס,M,Christian-Arab,6
ספואט,M,Muslim,6
זומורדה,F,Muslim,6
מירקה,F,Jewish,6
מירפאת,F,Muslim,6
מישון,M,Jewish,6
אתקלט,F,Jewish,6
רהיב,M,Muslim,6
באדיה,F,Muslim,6
באביץ',M,Jewish,6
באביט,M,Jewish,6
רהד,F,Muslim,6
רהאף,F,Druze,6
מיתן,M,Jewish,6
סעדת,F,Jewish,6
אאוחניה,F,Jewish,6
זטאם,M,Muslim,6
סעדאללה,M,Christian-Arab,6
סעדא,F,Druze,6
סעאדי,M,Muslim,6
זיהאד,M,Muslim,6
מוג'האד,M,Muslim,6
סעדה,M,Muslim,6
זיאמה,M,Jewish,6
אבגאיל,F,Jewish,6
תקלה,F,Jewish,6
תרים,F,Muslim,6
תרייז,F,Christian-Arab,6
מישקה,M,Jewish,6
אארז,F,Muslim,6
אאדם,M,Muslim,6
מכתאר,M,Muslim,6
תרון,F,Jewish,6
תרוואת,M,Muslim,6
אבארהים,M,Muslim,6
אבאיינש,F,Jewish,6
תרנים,F,Christian-Arab,6
מיתאק,F,Muslim,5
תריד,F,Muslim,5
תריק,F,Jewish,5
אבבי,F,Jewish,5
אבביהו,F,Jewish,5
אבגדור,M,Jewish,5
אבגה,F,Jewish,5
סעדיה,F,Jewish,5
מלאט,F,Jewish,5
סעוד,M,Druze,5
תרקי,M,Muslim,5
תתיאנא,F,Muslim,5
אאוגן,M,Jewish,5
זזו,F,Jewish,5
זיו-חי,M,Jewish,5
זיהד,M,Muslim,5
סעידו,M,Jewish,5
זומרדה,F,Muslim,5
אבדאללה,M,Muslim,5
אבגוסטה,F,Jewish,5
אבור,F,Muslim,5
אבולי,M,Jewish,5
אבוהאיי,M,Jewish,5
תספה,M,Jewish,5
זולי,M,Jewish,5
אתין,F,Muslim,5
באייך,M,Jewish,5
רדוה,F,Muslim,5
באנצ'יאיהו,F,Jewish,5
באנצ'אמלאק,F,Jewish,5
רדאן,M,Druze,5
רדאב,F,Muslim,5
לוגין,F,Druze,5
לוגיאן,F,Muslim,5
לוגאן,F,Muslim,5
לוג'ן,F,Muslim,5
לוג'ינא,F,Muslim,5
נורייה,F,Jewish,5
נוריאנה,F,Muslim,5
באזטו,F,Jewish,5
לואיס,F,Christian-Arab,5
נורסן,F,Muslim,5
נורן,F,Jewish,5
נורמן,M,Christian-Arab,5
באסאם,M,Muslim,5
באנציעלם,F,Jewish,5
באנצי,F,Jewish,5
בארי,M,Muslim,5
בארא,F,Muslim,5
באפי,F,Jewish,5
באסנת,F,Muslim,5
את'אר,F,Druze,5
אתאי,M,Jewish,5
רואידא,F,Muslim,5
רואח,F,Muslim,5
רואד,F,Druze,5
אתינא,F,Christian-Arab,5
אשרה,F,Muslim,5
רגי,F,Jewish,5
באשאר,M,Muslim,5
באשא,M,Muslim,5
רגה,F,Muslim,5
רגד,M,Druze,5
רגב,M,Druze,5
לדיס,F,Muslim,5
לוון,M,Jewish,5
לוויזה,F,Christian-Arab,5
נורולה,M,Jewish,5
נורהאן,F,Christian-Arab,5
נורג'אן,F,Muslim,5
אשראף,M,Christian-Arab,5
רואית,F,Jewish,5
נזאם,M,Druze,5
לואא,F,Druze,5
בגשאו,M,Jewish,5
בביי,M,Jewish,5
רגאה,F,Muslim,5
רגאא,F,Christian-Arab,5
לביניה,F,Jewish,5
נזימה,F,Druze,5
רובי,M,Muslim,5
אשגרו,M,Jewish,5
